	Ensembl ID	HGNC symbol	DBD
571	ENSG00000249459	ZNF286B	C2H2 ZF
572	ENSG00000141040	ZNF287	C2H2 ZF
573	ENSG00000188994	ZNF292	C2H2 ZF
574	ENSG00000170684	ZNF296	C2H2 ZF
575	ENSG00000166526	ZNF3	C2H2 ZF
576	ENSG00000168661	ZNF30	C2H2 ZF
577	ENSG00000145908	ZNF300	C2H2 ZF
578	ENSG00000089335	ZNF302	C2H2 ZF
579	ENSG00000131845	ZNF304	C2H2 ZF
580	ENSG00000197935	ZNF311	C2H2 ZF
581	ENSG00000205903	ZNF316	C2H2 ZF
582	ENSG00000130803	ZNF317	C2H2 ZF
583	ENSG00000171467	ZNF318	C2H2 ZF
584	ENSG00000166188	ZNF319	C2H2 ZF
585	ENSG00000169740	ZNF32	C2H2 ZF
586	ENSG00000182986	ZNF320	C2H2 ZF
587	ENSG00000181315	ZNF322	C2H2 ZF
588	ENSG00000083812	ZNF324	C2H2 ZF
589	ENSG00000249471	ZNF324B	C2H2 ZF
590	ENSG00000162664	ZNF326	C2H2 ZF
591	ENSG00000181894	ZNF329	C2H2 ZF
592	ENSG00000130844	ZNF331	C2H2 ZF
593	ENSG00000160961	ZNF333	C2H2 ZF
594	ENSG00000198185	ZNF334	C2H2 ZF
595	ENSG00000198026	ZNF335	C2H2 ZF
596	ENSG00000130684	ZNF337	C2H2 ZF
597	ENSG00000189180	ZNF33A	C2H2 ZF
598	ENSG00000196693	ZNF33B	C2H2 ZF
599	ENSG00000196378	ZNF34	C2H2 ZF
600	ENSG00000131061	ZNF341	C2H2 ZF
601	ENSG00000088876	ZNF343	C2H2 ZF
602	ENSG00000251247	ZNF345	C2H2 ZF
603	ENSG00000113761	ZNF346	C2H2 ZF
604	ENSG00000197937	ZNF347	C2H2 ZF
605	ENSG00000169981	ZNF35	C2H2 ZF
606	ENSG00000256683	ZNF350	C2H2 ZF
607	ENSG00000169131	ZNF354A	C2H2 ZF
608	ENSG00000178338	ZNF354B	C2H2 ZF
609	ENSG00000177932	ZNF354C	C2H2 ZF
610	ENSG00000168122	ZNF355P	C2H2 ZF
611	ENSG00000198816	ZNF358	C2H2 ZF
612	ENSG00000160094	ZNF362	C2H2 ZF
613	ENSG00000138311	ZNF365	C2H2 ZF
614	ENSG00000178175	ZNF366	C2H2 ZF
615	ENSG00000165244	ZNF367	C2H2 ZF
616	ENSG00000075407	ZNF37A	C2H2 ZF
617	ENSG00000161298	ZNF382	C2H2 ZF
618	ENSG00000188283	ZNF383	C2H2 ZF
619	ENSG00000126746	ZNF384	C2H2 ZF
620	ENSG00000161642	ZNF385A	C2H2 ZF
621	ENSG00000144331	ZNF385B	C2H2 ZF
622	ENSG00000187595	ZNF385C	C2H2 ZF
623	ENSG00000151789	ZNF385D	C2H2 ZF
624	ENSG00000124613	ZNF391	C2H2 ZF
625	ENSG00000160908	ZNF394	C2H2 ZF
626	ENSG00000186918	ZNF395	C2H2 ZF
627	ENSG00000186496	ZNF396	C2H2 ZF
628	ENSG00000186812	ZNF397	C2H2 ZF
629	ENSG00000197024	ZNF398	C2H2 ZF
630	ENSG00000176222	ZNF404	C2H2 ZF
631	ENSG00000215421	ZNF407	C2H2 ZF
632	ENSG00000175213	ZNF408	C2H2 ZF
633	ENSG00000147124	ZNF41	C2H2 ZF
634	ENSG00000119725	ZNF410	C2H2 ZF
635	ENSG00000133250	ZNF414	C2H2 ZF
636	ENSG00000170954	ZNF415	C2H2 ZF
637	ENSG00000083817	ZNF416	C2H2 ZF
638	ENSG00000173480	ZNF417	C2H2 ZF
639	ENSG00000196724	ZNF418	C2H2 ZF
640	ENSG00000105136	ZNF419	C2H2 ZF
641	ENSG00000197050	ZNF420	C2H2 ZF
642	ENSG00000102935	ZNF423	C2H2 ZF
643	ENSG00000204947	ZNF425	C2H2 ZF
644	ENSG00000130818	ZNF426	C2H2 ZF
645	ENSG00000131116	ZNF428	C2H2 ZF
646	ENSG00000197013	ZNF429	C2H2 ZF
647	ENSG00000198521	ZNF43	C2H2 ZF
648	ENSG00000118620	ZNF430	C2H2 ZF
649	ENSG00000196705	ZNF431	C2H2 ZF
650	ENSG00000256087	ZNF432	C2H2 ZF
651	ENSG00000197647	ZNF433	C2H2 ZF
652	ENSG00000125945	ZNF436	C2H2 ZF
653	ENSG00000183621	ZNF438	C2H2 ZF
654	ENSG00000171291	ZNF439	C2H2 ZF
655	ENSG00000197857	ZNF44	C2H2 ZF
656	ENSG00000171295	ZNF440	C2H2 ZF
657	ENSG00000197044	ZNF441	C2H2 ZF
658	ENSG00000198342	ZNF442	C2H2 ZF
659	ENSG00000180855	ZNF443	C2H2 ZF
660	ENSG00000167685	ZNF444	C2H2 ZF
661	ENSG00000185219	ZNF445	C2H2 ZF
662	ENSG00000083838	ZNF446	C2H2 ZF
663	ENSG00000173275	ZNF449	C2H2 ZF
664	ENSG00000124459	ZNF45	C2H2 ZF
665	ENSG00000112200	ZNF451	C2H2 ZF
666	ENSG00000178187	ZNF454	C2H2 ZF
667	ENSG00000197714	ZNF460	C2H2 ZF
668	ENSG00000197808	ZNF461	C2H2 ZF
669	ENSG00000148143	ZNF462	C2H2 ZF
670	ENSG00000181444	ZNF467	C2H2 ZF
671	ENSG00000204604	ZNF468	C2H2 ZF
672	ENSG00000225614	ZNF469	C2H2 ZF
673	ENSG00000197016	ZNF470	C2H2 ZF
674	ENSG00000196263	ZNF471	C2H2 ZF
675	ENSG00000142528	ZNF473	C2H2 ZF
676	ENSG00000164185	ZNF474	C2H2 ZF
677	ENSG00000185177	ZNF479	C2H2 ZF
678	ENSG00000180035	ZNF48	C2H2 ZF
679	ENSG00000198464	ZNF480	C2H2 ZF
680	ENSG00000173258	ZNF483	C2H2 ZF
681	ENSG00000127081	ZNF484	C2H2 ZF
682	ENSG00000198298	ZNF485	C2H2 ZF
683	ENSG00000256229	ZNF486	C2H2 ZF
684	ENSG00000243660	ZNF487	C2H2 ZF
685	ENSG00000265763	ZNF488	C2H2 ZF
686	ENSG00000188033	ZNF490	C2H2 ZF
687	ENSG00000177599	ZNF491	C2H2 ZF
688	ENSG00000229676	ZNF492	C2H2 ZF
689	ENSG00000196268	ZNF493	C2H2 ZF
690	ENSG00000162714	ZNF496	C2H2 ZF
691	ENSG00000174586	ZNF497	C2H2 ZF
692	ENSG00000103199	ZNF500	C2H2 ZF
693	ENSG00000186446	ZNF501	C2H2 ZF
694	ENSG00000196653	ZNF502	C2H2 ZF
695	ENSG00000165655	ZNF503	C2H2 ZF
696	ENSG00000081665	ZNF506	C2H2 ZF
697	ENSG00000168813	ZNF507	C2H2 ZF
698	ENSG00000081386	ZNF510	C2H2 ZF
699	ENSG00000198546	ZNF511	C2H2 ZF
700	ENSG00000196700	ZNF512B	C2H2 ZF
701	ENSG00000163795	ZNF513	C2H2 ZF
702	ENSG00000144026	ZNF514	C2H2 ZF
703	ENSG00000101493	ZNF516	C2H2 ZF
704	ENSG00000197363	ZNF517	C2H2 ZF
705	ENSG00000177853	ZNF518A	C2H2 ZF
706	ENSG00000178163	ZNF518B	C2H2 ZF
707	ENSG00000175322	ZNF519	C2H2 ZF
708	ENSG00000198795	ZNF521	C2H2 ZF
709	ENSG00000203326	ZNF525	C2H2 ZF
710	ENSG00000167625	ZNF526	C2H2 ZF
711	ENSG00000189164	ZNF527	C2H2 ZF
712	ENSG00000167555	ZNF528	C2H2 ZF
713	ENSG00000186020	ZNF529	C2H2 ZF
714	ENSG00000183647	ZNF530	C2H2 ZF
715	ENSG00000074657	ZNF532	C2H2 ZF
716	ENSG00000198633	ZNF534	C2H2 ZF
717	ENSG00000198597	ZNF536	C2H2 ZF
718	ENSG00000171817	ZNF540	C2H2 ZF
719	ENSG00000240225	ZNF542P	C2H2 ZF
720	ENSG00000178229	ZNF543	C2H2 ZF
721	ENSG00000198131	ZNF544	C2H2 ZF
722	ENSG00000187187	ZNF546	C2H2 ZF
723	ENSG00000152433	ZNF547	C2H2 ZF
724	ENSG00000188785	ZNF548	C2H2 ZF
725	ENSG00000121406	ZNF549	C2H2 ZF
726	ENSG00000251369	ZNF550	C2H2 ZF
727	ENSG00000204519	ZNF551	C2H2 ZF
728	ENSG00000178935	ZNF552	C2H2 ZF
729	ENSG00000172006	ZNF554	C2H2 ZF
730	ENSG00000186300	ZNF555	C2H2 ZF
731	ENSG00000172000	ZNF556	C2H2 ZF
732	ENSG00000130544	ZNF557	C2H2 ZF
733	ENSG00000167785	ZNF558	C2H2 ZF
734	ENSG00000188321	ZNF559	C2H2 ZF
735	ENSG00000198028	ZNF560	C2H2 ZF
736	ENSG00000171469	ZNF561	C2H2 ZF
737	ENSG00000171466	ZNF562	C2H2 ZF
738	ENSG00000188868	ZNF563	C2H2 ZF
739	ENSG00000249709	ZNF564	C2H2 ZF
740	ENSG00000196357	ZNF565	C2H2 ZF
741	ENSG00000186017	ZNF566	C2H2 ZF
742	ENSG00000189042	ZNF567	C2H2 ZF
743	ENSG00000198453	ZNF568	C2H2 ZF
744	ENSG00000196437	ZNF569	C2H2 ZF
745	ENSG00000171970	ZNF57	C2H2 ZF
746	ENSG00000171827	ZNF570	C2H2 ZF
747	ENSG00000180479	ZNF571	C2H2 ZF
748	ENSG00000180938	ZNF572	C2H2 ZF
749	ENSG00000189144	ZNF573	C2H2 ZF
750	ENSG00000105732	ZNF574	C2H2 ZF
751	ENSG00000176472	ZNF575	C2H2 ZF
752	ENSG00000124444	ZNF576	C2H2 ZF
753	ENSG00000161551	ZNF577	C2H2 ZF
754	ENSG00000258405	ZNF578	C2H2 ZF
755	ENSG00000218891	ZNF579	C2H2 ZF
756	ENSG00000213015	ZNF580	C2H2 ZF
757	ENSG00000171425	ZNF581	C2H2 ZF
758	ENSG00000018869	ZNF582	C2H2 ZF
759	ENSG00000198440	ZNF583	C2H2 ZF
760	ENSG00000171574	ZNF584	C2H2 ZF
761	ENSG00000196967	ZNF585A	C2H2 ZF
762	ENSG00000245680	ZNF585B	C2H2 ZF
763	ENSG00000083828	ZNF586	C2H2 ZF
764	ENSG00000198466	ZNF587	C2H2 ZF
765	ENSG00000269343	ZNF587B	C2H2 ZF
766	ENSG00000164048	ZNF589	C2H2 ZF
767	ENSG00000166716	ZNF592	C2H2 ZF
768	ENSG00000142684	ZNF593	C2H2 ZF
769	ENSG00000180626	ZNF594	C2H2 ZF
770	ENSG00000272602	ZNF595	C2H2 ZF
771	ENSG00000172748	ZNF596	C2H2 ZF
772	ENSG00000167981	ZNF597	C2H2 ZF
773	ENSG00000167962	ZNF598	C2H2 ZF
774	ENSG00000153896	ZNF599	C2H2 ZF
775	ENSG00000189190	ZNF600	C2H2 ZF
776	ENSG00000196458	ZNF605	C2H2 ZF
777	ENSG00000166704	ZNF606	C2H2 ZF
778	ENSG00000198182	ZNF607	C2H2 ZF
779	ENSG00000168916	ZNF608	C2H2 ZF
780	ENSG00000180357	ZNF609	C2H2 ZF
781	ENSG00000167554	ZNF610	C2H2 ZF
782	ENSG00000213020	ZNF611	C2H2 ZF
783	ENSG00000176024	ZNF613	C2H2 ZF
784	ENSG00000142556	ZNF614	C2H2 ZF
785	ENSG00000197619	ZNF615	C2H2 ZF
786	ENSG00000204611	ZNF616	C2H2 ZF
787	ENSG00000157657	ZNF618	C2H2 ZF
788	ENSG00000177873	ZNF619	C2H2 ZF
789	ENSG00000177842	ZNF620	C2H2 ZF
790	ENSG00000172888	ZNF621	C2H2 ZF
791	ENSG00000173545	ZNF622	C2H2 ZF
792	ENSG00000183309	ZNF623	C2H2 ZF
793	ENSG00000197566	ZNF624	C2H2 ZF
794	ENSG00000257591	ZNF625	C2H2 ZF
795	ENSG00000188171	ZNF626	C2H2 ZF
796	ENSG00000198551	ZNF627	C2H2 ZF
797	ENSG00000197483	ZNF628	C2H2 ZF
798	ENSG00000102870	ZNF629	C2H2 ZF
799	ENSG00000221994	ZNF630	C2H2 ZF
800	ENSG00000121864	ZNF639	C2H2 ZF
801	ENSG00000167528	ZNF641	C2H2 ZF
802	ENSG00000122482	ZNF644	C2H2 ZF
803	ENSG00000175809	ZNF645	C2H2 ZF
804	ENSG00000167395	ZNF646	C2H2 ZF
805	ENSG00000179930	ZNF648	C2H2 ZF
806	ENSG00000198093	ZNF649	C2H2 ZF
807	ENSG00000198740	ZNF652	C2H2 ZF
808	ENSG00000175105	ZNF654	C2H2 ZF
809	ENSG00000197343	ZNF655	C2H2 ZF
810	ENSG00000274349	ZNF658	C2H2 ZF
811	ENSG00000160229	ZNF66	C2H2 ZF
812	ENSG00000144792	ZNF660	C2H2 ZF
813	ENSG00000182983	ZNF662	C2H2 ZF
814	ENSG00000179195	ZNF664	C2H2 ZF
815	ENSG00000197497	ZNF665	C2H2 ZF
816	ENSG00000198046	ZNF667	C2H2 ZF
817	ENSG00000167394	ZNF668	C2H2 ZF
818	ENSG00000188295	ZNF669	C2H2 ZF
819	ENSG00000277462	ZNF670	C2H2 ZF
820	ENSG00000083814	ZNF671	C2H2 ZF
821	ENSG00000171161	ZNF672	C2H2 ZF
822	ENSG00000251192	ZNF674	C2H2 ZF
823	ENSG00000197372	ZNF675	C2H2 ZF
824	ENSG00000196109	ZNF676	C2H2 ZF
825	ENSG00000197928	ZNF677	C2H2 ZF
826	ENSG00000181450	ZNF678	C2H2 ZF
827	ENSG00000197123	ZNF679	C2H2 ZF
828	ENSG00000173041	ZNF680	C2H2 ZF
829	ENSG00000196172	ZNF681	C2H2 ZF
830	ENSG00000197124	ZNF682	C2H2 ZF
831	ENSG00000176083	ZNF683	C2H2 ZF
832	ENSG00000117010	ZNF684	C2H2 ZF
833	ENSG00000143373	ZNF687	C2H2 ZF
834	ENSG00000229809	ZNF688	C2H2 ZF
835	ENSG00000156853	ZNF689	C2H2 ZF
836	ENSG00000198429	ZNF69	C2H2 ZF
837	ENSG00000164011	ZNF691	C2H2 ZF
838	ENSG00000171163	ZNF692	C2H2 ZF
839	ENSG00000197472	ZNF695	C2H2 ZF
840	ENSG00000185730	ZNF696	C2H2 ZF
841	ENSG00000143067	ZNF697	C2H2 ZF
842	ENSG00000196110	ZNF699	C2H2 ZF
843	ENSG00000147789	ZNF7	C2H2 ZF
844	ENSG00000187792	ZNF70	C2H2 ZF
845	ENSG00000196757	ZNF700	C2H2 ZF
846	ENSG00000167562	ZNF701	C2H2 ZF
847	ENSG00000183779	ZNF703	C2H2 ZF
848	ENSG00000164684	ZNF704	C2H2 ZF
849	ENSG00000196946	ZNF705A	C2H2 ZF
850	ENSG00000215356	ZNF705B	C2H2 ZF
851	ENSG00000215343	ZNF705D	C2H2 ZF
852	ENSG00000214534	ZNF705E	C2H2 ZF
853	ENSG00000215372	ZNF705G	C2H2 ZF
854	ENSG00000120963	ZNF706	C2H2 ZF
855	ENSG00000181135	ZNF707	C2H2 ZF
856	ENSG00000182141	ZNF708	C2H2 ZF
857	ENSG00000242852	ZNF709	C2H2 ZF
858	ENSG00000197951	ZNF71	C2H2 ZF
859	ENSG00000140548	ZNF710	C2H2 ZF
860	ENSG00000147180	ZNF711	C2H2 ZF
861	ENSG00000178665	ZNF713	C2H2 ZF
862	ENSG00000160352	ZNF714	C2H2 ZF
863	ENSG00000182111	ZNF716	C2H2 ZF
864	ENSG00000227124	ZNF717	C2H2 ZF
865	ENSG00000250312	ZNF718	C2H2 ZF
866	ENSG00000182903	ZNF721	C2H2 ZF
867	ENSG00000196081	ZNF724	C2H2 ZF
868	ENSG00000213967	ZNF726	C2H2 ZF
869	ENSG00000214652	ZNF727	C2H2 ZF
870	ENSG00000269067	ZNF728	C2H2 ZF
871	ENSG00000196350	ZNF729	C2H2 ZF
872	ZNF73_HUMAN	ZNF73	C2H2 ZF
873	ENSG00000183850	ZNF730	C2H2 ZF
874	ENSG00000186777	ZNF732	C2H2 ZF
875	ENSG00000223614	ZNF735	C2H2 ZF
876	ENSG00000234444	ZNF736	C2H2 ZF
877	ENSG00000237440	ZNF737	C2H2 ZF
878	ENSG00000185252	ZNF74	C2H2 ZF
879	ENSG00000139651	ZNF740	C2H2 ZF
880	ENSG00000181220	ZNF746	C2H2 ZF
881	ENSG00000169955	ZNF747	C2H2 ZF
882	ENSG00000186230	ZNF749	C2H2 ZF
883	ENSG00000141579	ZNF750	C2H2 ZF
884	ENSG00000162086	ZNF75A	C2H2 ZF
885	ENSG00000186376	ZNF75D	C2H2 ZF
886	ENSG00000065029	ZNF76	C2H2 ZF
887	ENSG00000160336	ZNF761	C2H2 ZF
888	ENSG00000197054	ZNF763	C2H2 ZF
889	ENSG00000169951	ZNF764	C2H2 ZF
890	ENSG00000196417	ZNF765	C2H2 ZF
891	ENSG00000196214	ZNF766	C2H2 ZF
892	ENSG00000169957	ZNF768	C2H2 ZF
893	ENSG00000175691	ZNF77	C2H2 ZF
894	ENSG00000198146	ZNF770	C2H2 ZF
895	ENSG00000179965	ZNF771	C2H2 ZF
896	ENSG00000197128	ZNF772	C2H2 ZF
897	ENSG00000152439	ZNF773	C2H2 ZF
898	ENSG00000196391	ZNF774	C2H2 ZF
899	ENSG00000196456	ZNF775	C2H2 ZF
900	ENSG00000152443	ZNF776	C2H2 ZF
901	ENSG00000196453	ZNF777	C2H2 ZF
902	ENSG00000170100	ZNF778	C2H2 ZF
903	ENSG00000197782	ZNF780A	C2H2 ZF
904	ENSG00000128000	ZNF780B	C2H2 ZF
905	ENSG00000196381	ZNF781	C2H2 ZF
906	ENSG00000196597	ZNF782	C2H2 ZF
907	ENSG00000204946	ZNF783	C2H2 ZF
908	ENSG00000179922	ZNF784	C2H2 ZF
909	ENSG00000197162	ZNF785	C2H2 ZF
910	ENSG00000197362	ZNF786	C2H2 ZF
911	ENSG00000142409	ZNF787	C2H2 ZF
912	ENSG00000214189	ZNF788	C2H2 ZF
913	ENSG00000198556	ZNF789	C2H2 ZF
914	ENSG00000196152	ZNF79	C2H2 ZF
915	ENSG00000197863	ZNF790	C2H2 ZF
916	ENSG00000173875	ZNF791	C2H2 ZF
917	ENSG00000180884	ZNF792	C2H2 ZF
918	ENSG00000188227	ZNF793	C2H2 ZF
919	ENSG00000196466	ZNF799	C2H2 ZF
920	ENSG00000278129	ZNF8	C2H2 ZF
921	ENSG00000174255	ZNF80	C2H2 ZF
922	ENSG00000048405	ZNF800	C2H2 ZF
923	ENSG00000170396	ZNF804A	C2H2 ZF
924	ENSG00000182348	ZNF804B	C2H2 ZF
925	ENSG00000204524	ZNF805	C2H2 ZF
926	ENSG00000198482	ZNF808	C2H2 ZF
927	ENSG00000197779	ZNF81	C2H2 ZF
928	ENSG00000224689	ZNF812P	C2H2 ZF
929	ENSG00000198346	ZNF813	C2H2 ZF
930	ENSG00000204514	ZNF814	C2H2 ZF
931	ENSG00000180257	ZNF816	C2H2 ZF
932	ENSG00000102984	ZNF821	C2H2 ZF
933	ENSG00000197933	ZNF823	C2H2 ZF
934	ENSG00000151612	ZNF827	C2H2 ZF
935	ENSG00000185869	ZNF829	C2H2 ZF
936	ENSG00000167766	ZNF83	C2H2 ZF
937	ENSG00000198783	ZNF830	C2H2 ZF
938	ENSG00000124203	ZNF831	C2H2 ZF
939	ENSG00000127903	ZNF835	C2H2 ZF
940	ENSG00000196267	ZNF836	C2H2 ZF
941	ENSG00000152475	ZNF837	C2H2 ZF
942	ENSG00000022976	ZNF839	C2H2 ZF
943	ENSG00000198040	ZNF84	C2H2 ZF
944	ENSG00000197608	ZNF841	C2H2 ZF
945	ENSG00000176723	ZNF843	C2H2 ZF
946	ENSG00000223547	ZNF844	C2H2 ZF
947	ENSG00000213799	ZNF845	C2H2 ZF
948	ENSG00000196605	ZNF846	C2H2 ZF
949	ENSG00000105750	ZNF85	C2H2 ZF
950	ENSG00000267041	ZNF850	C2H2 ZF
951	ENSG00000178917	ZNF852	C2H2 ZF
952	ENSG00000236609	ZNF853	C2H2 ZF
953	ENSG00000197385	ZNF860	C2H2 ZF
954	ENSG00000261221	ZNF865	C2H2 ZF
955	ENSG00000257446	ZNF878	C2H2 ZF
956	ENSG00000234284	ZNF879	C2H2 ZF
957	ENSG00000221923	ZNF880	C2H2 ZF
958	ENSG00000228623	ZNF883	C2H2 ZF
959	ENSG00000213793	ZNF888	C2H2 ZF
960	ENSG00000214029	ZNF891	C2H2 ZF
961	ENSG00000213988	ZNF90	C2H2 ZF
962	ENSG00000167232	ZNF91	C2H2 ZF
963	ENSG00000146757	ZNF92	C2H2 ZF
964	ENSG00000184635	ZNF93	C2H2 ZF
965	ENSG00000197360	ZNF98	C2H2 ZF
966	ENSG00000213973	ZNF99	C2H2 ZF
967	ENSG00000152467	ZSCAN1	C2H2 ZF
968	ENSG00000130182	ZSCAN10	C2H2 ZF
969	ENSG00000158691	ZSCAN12	C2H2 ZF
970	ENSG00000196812	ZSCAN16	C2H2 ZF
971	ENSG00000121413	ZSCAN18	C2H2 ZF
972	ENSG00000176371	ZSCAN2	C2H2 ZF
973	ENSG00000121903	ZSCAN20	C2H2 ZF
974	ENSG00000166529	ZSCAN21	C2H2 ZF
975	ENSG00000182318	ZSCAN22	C2H2 ZF
976	ENSG00000187987	ZSCAN23	C2H2 ZF
977	ENSG00000197037	ZSCAN25	C2H2 ZF
978	ENSG00000197062	ZSCAN26	C2H2 ZF
979	ENSG00000140265	ZSCAN29	C2H2 ZF
980	ENSG00000186814	ZSCAN30	C2H2 ZF
981	ENSG00000235109	ZSCAN31	C2H2 ZF
982	ENSG00000140987	ZSCAN32	C2H2 ZF
983	ENSG00000180532	ZSCAN4	C2H2 ZF
984	ENSG00000131848	ZSCAN5A	C2H2 ZF
985	ENSG00000197213	ZSCAN5B	C2H2 ZF
986	ENSG00000204532	ZSCAN5C	C2H2 ZF
987	ENSG00000267908	ZSCAN5DP	C2H2 ZF
988	ENSG00000137185	ZSCAN9	C2H2 ZF
989	ENSG00000153975	ZUFSP	C2H2 ZF
990	ENSG00000198205	ZXDA	C2H2 ZF
991	ENSG00000198455	ZXDB	C2H2 ZF
992	ENSG00000070476	ZXDC	C2H2 ZF
993	ENSG00000100105	PATZ1	C2H2 ZF; AT hook
994	ENSG00000112365	ZBTB24	C2H2 ZF; AT hook
995	ENSG00000171443	ZNF524	C2H2 ZF; AT hook
996	ENSG00000161914	ZNF653	C2H2 ZF; AT hook
997	ENSG00000198839	ZNF277	C2H2 ZF; BED ZF
998	ENSG00000243943	ZNF512	C2H2 ZF; BED ZF
999	ENSG00000148516	ZEB1	C2H2 ZF; Homeodomain
1000	ENSG00000169554	ZEB2	C2H2 ZF; Homeodomain
1001	ENSG00000140836	ZFHX3	C2H2 ZF; Homeodomain
1002	ENSG00000091656	ZFHX4	C2H2 ZF; Homeodomain
1003	ENSG00000124496	TRERF1	C2H2 ZF; Myb/SANT
1004	ENSG00000118156	ZNF541	C2H2 ZF; Myb/SANT
1005	ENSG00000001167	NFYA	CBF/NF-Y
1006	ENSG00000160917	CPSF4	CCCH ZF
1007	ENSG00000187959	CPSF4L	CCCH ZF
1008	ENSG00000163214	DHX57	CCCH ZF
1009	ENSG00000141994	DUS3L	CCCH ZF
1010	ENSG00000198265	HELZ	CCCH ZF
1011	ENSG00000152601	MBNL1	CCCH ZF
1012	ENSG00000139793	MBNL2	CCCH ZF
1013	ENSG00000076770	MBNL3	CCCH ZF
1014	ENSG00000133606	MKRN1	CCCH ZF
1015	ENSG00000075975	MKRN2	CCCH ZF
1016	ENSG00000136243	NUPL2	CCCH ZF
1017	ENSG00000059378	PARP12	CCCH ZF
1018	ENSG00000204569	PPP1R10	CCCH ZF
1019	ENSG00000204576	PRR3	CCCH ZF
1020	ENSG00000135870	RC3H1	CCCH ZF
1021	ENSG00000056586	RC3H2	CCCH ZF
1022	ENSG00000125352	RNF113A	CCCH ZF
1023	ENSG00000139797	RNF113B	CCCH ZF
1024	ENSG00000132773	TOE1	CCCH ZF
1025	ENSG00000104907	TRMT1	CCCH ZF
1026	ENSG00000132478	UNK	CCCH ZF
1027	ENSG00000059145	UNKL	CCCH ZF
1028	ENSG00000135482	ZC3H10	CCCH ZF
1029	ENSG00000058673	ZC3H11A	CCCH ZF
1030	ENSG00000163874	ZC3H12A	CCCH ZF
1031	ENSG00000123200	ZC3H13	CCCH ZF
1032	ENSG00000100722	ZC3H14	CCCH ZF
1033	ENSG00000065548	ZC3H15	CCCH ZF
1034	ENSG00000158545	ZC3H18	CCCH ZF
1035	ENSG00000014164	ZC3H3	CCCH ZF
1036	ENSG00000130749	ZC3H4	CCCH ZF
1037	ENSG00000188177	ZC3H6	CCCH ZF
1038	ENSG00000122299	ZC3H7A	CCCH ZF
1039	ENSG00000100403	ZC3H7B	CCCH ZF
1040	ENSG00000144161	ZC3H8	CCCH ZF
1041	ENSG00000105939	ZC3HAV1	CCCH ZF
1042	ENSG00000128016	ZFP36	CCCH ZF
1043	ENSG00000185650	ZFP36L1	CCCH ZF
1044	ENSG00000152518	ZFP36L2	CCCH ZF
1045	ENSG00000197114	ZGPAT	CCCH ZF
1046	ENSG00000100319	ZMAT5	CCCH ZF
1047	ENSG00000212643	ZRSR1	CCCH ZF
1048	ENSG00000169249	ZRSR2	CCCH ZF
1049	ENSG00000125817	CENPB	CENPB
1050	ENSG00000177946	CENPBD1	CENPB
1051	ENSG00000234616	JRK	CENPB
1052	ENSG00000183340	JRKL	CENPB
1053	ENSG00000221944	TIGD1	CENPB
1054	ENSG00000180346	TIGD2	CENPB
1055	ENSG00000173825	TIGD3	CENPB
1056	ENSG00000169989	TIGD4	CENPB
1057	ENSG00000179886	TIGD5	CENPB
1058	ENSG00000164296	TIGD6	CENPB
1059	ENSG00000140993	TIGD7	CENPB
1060	ENSG00000171735	CAMTA1	CG-1
1061	ENSG00000108509	CAMTA2	CG-1
1062	ENSG00000153048	CARHSP1	CSD
1063	ENSG00000172346	CSDC2	CSD
1064	ENSG00000009307	CSDE1	CSD
1065	ENSG00000131914	LIN28A	CSD
1066	ENSG00000187772	LIN28B	CSD
1067	ENSG00000065978	YBX1	CSD
1068	ENSG00000006047	YBX2	CSD
1069	ENSG00000060138	YBX3	CSD
1070	ENSG00000168214	RBPJ	CSL
1071	ENSG00000124232	RBPJL	CSL
1072	ENSG00000257923	CUX1	CUT; Homeodomain
1073	ENSG00000111249	CUX2	CUT; Homeodomain
1074	ENSG00000169856	ONECUT1	CUT; Homeodomain
1075	ENSG00000119547	ONECUT2	CUT; Homeodomain
1076	ENSG00000205922	ONECUT3	CUT; Homeodomain
1077	ENSG00000182568	SATB1	CUT; Homeodomain
1078	ENSG00000119042	SATB2	CUT; Homeodomain
1079	ENSG00000154832	CXXC1	CxxC
1080	ENSG00000168772	CXXC4	CxxC
1081	ENSG00000171604	CXXC5	CxxC
1082	ENSG00000130816	DNMT1	CxxC
1083	ENSG00000099364	FBXL19	CxxC
1084	ENSG00000173120	KDM2A	CxxC
1085	ENSG00000089094	KDM2B	CxxC
1086	ENSG00000138336	TET1	CxxC
1087	ENSG00000187605	TET3	CxxC
1088	ENSG00000118058	KMT2A	CxxC; AT hook
1089	ENSG00000272333	KMT2B	CxxC; AT hook
1090	ENSG00000137090	DMRT1	DM
1091	ENSG00000173253	DMRT2	DM
1092	ENSG00000064218	DMRT3	DM
1093	ENSG00000176399	DMRTA1	DM
1094	ENSG00000142700	DMRTA2	DM
1095	ENSG00000143006	DMRTB1	DM
1096	ENSG00000142025	DMRTC2	DM
1097	ENSG00000101412	E2F1	E2F
1098	ENSG00000007968	E2F2	E2F
1099	ENSG00000112242	E2F3	E2F
1100	ENSG00000205250	E2F4	E2F
1101	ENSG00000133740	E2F5	E2F
1102	ENSG00000169016	E2F6	E2F
1103	ENSG00000165891	E2F7	E2F
1104	ENSG00000129173	E2F8	E2F
1105	ENSG00000198176	TFDP1	E2F
1106	ENSG00000114126	TFDP2	E2F
