GeneID	Homo_sapiens.dN	Homo_sapiens.dS	Homo_sapiens.dw	Homo_sapiens.w
ENSG00000137878	0.000992	0.008268	-0.0296	0.119980648
ENSG00000164967	1e-06	0.00615	-0.0428	0.000162602
ENSG00000180801	0.000768	0.004945	0.041	0.155308392
ENSG00000236637	0.005846	6e-06	998.549	974.3333333
ENSG00000162704	2e-06	0	18.992	19.0579
ENSG00000173040	0.003878	0.022971	-0.1149	0.168821558
ENSG00000049768	0.008137	0.005506	1.3123	1.477842354
ENSG00000165383	0.004762	0.024086	0.0131	0.197708212
ENSG00000143184	0.004161	0.032412	-0.4376	0.128378378
ENSG00000145723	0.001082	1e-06	998.8363	1082
ENSG00000145721	0.003276	0.009955	0.2617	0.329080864
ENSG00000108381	1e-06	0.009277	-0.1096	0.000107793
ENSG00000187908	0.004054	0.038597	-0.1898	0.10503407
ENSG00000123444	0.00091	1e-06	998.9905	910
ENSG00000129055	0	5e-06	0	0.0001
ENSG00000165388	0.002291	0.017175	-0.1726	0.133391557
ENSG00000090621	0	0.003802	-0.02	0.0001
ENSG00000154080	2e-06	0.017644	-0.0596	0.000113353
ENSG00000183571	0.034993	3.5e-05	998.5326	999.8
ENSG00000205363	1e-06	0.012432	-0.0682	8.04375804376e-05
ENSG00000183578	2e-06	0.015676	-0.0533	0.000127584
ENSG00000183579	0.000716	0.010039	-0.0575	0.071321845
ENSG00000116649	0	8e-06	-0.0331	0.0001
ENSG00000205221	0.001455	0.004053	0.1044	0.358993338
ENSG00000205220	1e-06	0.014734	-0.0968	6.78702321162e-05
ENSG00000081014	0.001646	2e-06	998.8771	823
ENSG00000116641	0	0.00439	-0.0179	0.0001
ENSG00000081019	0	0.003354	-0.1809	0.0001
ENSG00000081692	0.001241	0.014296	-0.0022	0.086807499
ENSG00000116863	2e-06	0.020963	-0.0888	9.54061918619e-05
ENSG00000117115	2e-06	0.018725	-0.0615	0.000106809
ENSG00000117114	0.000623	0.00421	0.1206	0.147980998
ENSG00000082898	1e-06	0.005586	-0.0376	0.000179019
ENSG00000117118	2e-06	0.019773	-0.0731	0.000101148
ENSG00000140395	0	5e-06	-0.0339	0.0001
ENSG00000138688	0.000297	0.005406	0.0137	0.054938957
ENSG00000140396	0	0.003068	-0.0834	0.0001
ENSG00000140391	1e-06	0.009524	-0.0681	0.000104998
ENSG00000154889	0.001198	0.006208	-0.1002	0.192976804
ENSG00000158859	0.001651	2e-06	998.9039	825.5
ENSG00000158856	0	5e-06	-0.0334	0.0001
ENSG00000080644	1e-06	0.011764	-0.0551	8.5005100306e-05
ENSG00000140398	0.002385	2e-06	998.5166	1192.5
ENSG00000158850	0.001267	0.001296	0.9396	0.977623457
ENSG00000100311	0.001763	0.014629	0.0707	0.120514047
ENSG00000107929	0.000602	0.000265	2.0673	2.271698113
ENSG00000164542	0.008846	0.007642	1.0212	1.157550379
ENSG00000004939	0.003051	0.006209	0.3074	0.491383476
ENSG00000159459	0.000734	0.006479	-0.003	0.113289088
ENSG00000100335	0.000989	0.010797	-0.1006	0.091599518
ENSG00000100312	0.002697	0.02232	-0.1901	0.120833333
ENSG00000151834	1e-06	0.010261	0	9.74563882663e-05
ENSG00000100330	0.001185	0.004065	0.1034	0.291512915
ENSG00000155115	1e-06	0.010617	-0.2374	9.41885655081e-05
ENSG00000100483	0.002964	0.010272	0.1351	0.288551402
ENSG00000151835	0.000891	0.003191	0.1706	0.279222814
ENSG00000100485	0.000696	0.003966	0.1285	0.175491679
ENSG00000100314	1e-06	0.012875	0	7.76699029126e-05
ENSG00000107874	2e-06	1e-06	1.9865	2
ENSG00000103356	0.033061	0.059159	0.4152	0.558849879
ENSG00000103351	1e-06	0.00626	-0.311	0.000159744
ENSG00000129562	0	5e-06	0	0.0001
ENSG00000107651	0.002308	0.005047	0.3022	0.457301367
ENSG00000006282	0.002199	0.00402	0.4716	0.547014925
ENSG00000006283	0.000423	0.009349	0.0036	0.045245481
ENSG00000130635	1e-06	0.005833	-0.0575	0.000171438
ENSG00000006576	0.001204	0.007109	0.0639	0.16936278
ENSG00000196407	0.007553	8e-06	998.2237	944.125
ENSG00000110697	0.000415	0.012983	-0.0179	0.031964877
ENSG00000110696	0	5e-06	0	0.0001
ENSG00000110693	0.000908	0.008813	0.0452	0.103029615
ENSG00000183269	0	0.003923	-0.1681	0.0001
ENSG00000198718	0.001815	0.002843	0.4733	0.63841013
ENSG00000198719	2e-06	0.019015	-0.0685	0.00010518
ENSG00000104679	0.002787	0.017442	-0.2732	0.159786722
ENSG00000164032	1e-06	0.00874	0	0.000114416
ENSG00000048991	1e-06	0.005138	-0.1668	0.000194628
ENSG00000164031	0	5e-06	-0.0274	0.0001
ENSG00000112837	0	5e-06	-0.054	0.0001
ENSG00000170037	0.001616	0.002844	0.4343	0.568213783
ENSG00000198712	0.002704	0.019414	0.0498	0.139280931
ENSG00000198715	0.002475	0.013814	-0.3519	0.179166063
ENSG00000164038	0.001798	0.006634	-0.1913	0.271028037
ENSG00000164039	1e-06	0.010851	-0.1327	9.21574048475e-05
ENSG00000197265	2e-06	0	10.7846	10.944
ENSG00000182950	0.001569	0.009943	-0.4795	0.157799457
ENSG00000100151	1e-06	0.012342	-0.0242	8.10241451953e-05
ENSG00000171631	0.001333	0.012631	0.0336	0.105534004
ENSG00000049239	0.001482	0.004784	0.1614	0.309782609
ENSG00000100156	0.001725	2e-06	998.9197	862.5
ENSG00000120063	1e-06	0.008611	-0.0256	0.000116131
ENSG00000100154	0.000557	0.008196	-0.0094	0.06795998
ENSG00000123561	0	5e-06	-0.4044	0.0001
ENSG00000123560	1e-06	0.005229	0	0.000191241
ENSG00000160808	1e-06	0.010304	-0.0433	9.7049689441e-05
ENSG00000103174	0.001258	1e-06	998.8462	1258
ENSG00000103175	1e-06	2e-06	0.6238	0.5
ENSG00000160803	0.000773	0.004065	0.1662	0.190159902
ENSG00000078747	0	0.00206	-0.0499	0.0001
ENSG00000160801	0.000802	0.007766	-0.0359	0.103270667
ENSG00000170542	0.003074	0.003478	0.5611	0.883841288
ENSG00000125741	1e-06	0.013424	-0.1918	7.44934445769e-05
ENSG00000181038	1e-06	0.010872	-0.1736	9.19793966152e-05
ENSG00000125746	0.000681	0.001773	0.3258	0.384094755
ENSG00000170545	2e-06	0	123.4895	123.7565
ENSG00000125744	0.001806	2e-06	998.8328	903
ENSG00000102882	0	6e-06	-0.0203	0.0001
ENSG00000181031	0.003427	0.017515	-0.0344	0.195660862
ENSG00000102886	0.001383	1e-06	998.8177	1383
ENSG00000181035	0	0.004253	-0.1065	0.0001
ENSG00000112139	1e-06	0.007442	-0.0214	0.000134372
ENSG00000167608	0.001669	0.00449	0.1356	0.371714922
ENSG00000144893	1e-06	0.007187	-0.0374	0.00013914
ENSG00000134571	0.001802	0.016531	0.0322	0.10900732
ENSG00000143376	0	0.004526	-0.0551	0.0001
ENSG00000143374	0.000686	0.001292	0.2038	0.530959752
ENSG00000143375	0.000391	0.002823	0.0012	0.138505136
ENSG00000171496	0.006433	0.011647	-1.1866	0.552331072
ENSG00000171497	0.003575	0.003739	0.8886	0.956138005
ENSG00000066248	0.000792	0.02942	-0.0203	0.026920462
ENSG00000189203	0	8e-06	-0.0686	0.0001
ENSG00000167604	0.001457	0.002694	0.3942	0.540831477
ENSG00000168118	0	5e-06	-0.0122	0.0001
ENSG00000171490	2e-06	0.017687	-0.6183	0.000113077
ENSG00000071205	0.000589	0.003122	0.0852	0.188661115
ENSG00000171940	0.001243	0.001524	0.6252	0.815616798
ENSG00000175203	0	0.002882	-0.0571	0.0001
ENSG00000241962	0.00293	0.014686	-0.0533	0.199509737
ENSG00000171944	0.004802	0.030835	-0.0687	0.155732123
ENSG00000111877	0.002958	0.004664	-0.1317	0.634219554
ENSG00000111875	1e-06	0.011499	0	8.69640838334e-05
ENSG00000075240	1e-06	0.008741	-0.1125	0.000114403
ENSG00000143369	0.002303	2e-06	998.3056	1151.5
ENSG00000111879	0.00124	0.000308	3.8807	4.025974026
ENSG00000169607	0.003064	0.003697	0.1914	0.828780092
ENSG00000088808	0.001784	0.004158	0.3375	0.429052429
ENSG00000169605	0.007539	0.00846	0.3818	0.891134752
ENSG00000137501	0.003915	0.00125	2.4253	3.132
ENSG00000243232	1e-06	0.005	-0.1504	0.0002
ENSG00000104856	0	7e-06	-0.0737	0.0001
ENSG00000083857	0.003299	0.011436	0.2023	0.288474991
ENSG00000169609	2e-06	0	24.8189	24.9552
ENSG00000181785	1e-06	0.010454	-0.28	9.56571647216e-05
ENSG00000181784	0.003	3e-06	998.6881	1000
ENSG00000102081	0.001006	0.010317	0.0387	0.097508966
ENSG00000042832	0.0055	0.007943	0.424	0.692433589
ENSG00000181781	1e-06	0.007749	-998.9999	0.000129049
ENSG00000170004	1e-06	0.005318	-0.0154	0.000188041
ENSG00000096717	0.000716	1e-06	998.8885	716
ENSG00000181789	1e-06	0.007341	-0.0237	0.000136221
ENSG00000181788	0	6e-06	-0.0504	0.0001
ENSG00000175449	0	5e-06	-0.3083	0.0001
ENSG00000128203	2e-06	0.019525	-0.0251	0.000102433
ENSG00000138759	0.002344	0.00666	0.1871	0.351951952
ENSG00000173848	0.002553	0.017051	-0.1405	0.149727289
ENSG00000146112	1e-06	0.007217	-0.2251	0.000138562
ENSG00000175445	0.000974	0.012157	-0.0255	0.08011845
ENSG00000197847	0.015138	1.5e-05	998.878	1009.2
ENSG00000094841	1e-06	0.005156	-0.5407	0.000193949
ENSG00000121774	0	5e-06	0	0.0001
ENSG00000149273	1e-06	0.014821	-0.0286	6.74718305108e-05
ENSG00000109991	0.001065	0.015873	0.0235	0.067095067
ENSG00000131437	0	5e-06	-0.039	0.0001
ENSG00000060718	0.000996	0.01253	0.0196	0.079489226
ENSG00000184345	2e-06	0	774.5652	775.4843
ENSG00000144034	0	5e-06	-0.1916	0.0001
ENSG00000102554	0.002098	0.005707	0.3061	0.367618714
ENSG00000102225	0	0.002838	-0.0188	0.0001
ENSG00000156103	1e-06	0.012335	-0.024	8.10701256587e-05
ENSG00000046647	0.005999	6e-06	998.5491	999.8333333
ENSG00000102221	0.001809	0.002898	0.4118	0.624223602
ENSG00000119723	0.002042	2e-06	998.8253	1021
ENSG00000119720	0.001612	0.00832	0.0348	0.19375
ENSG00000143952	0.00093	0.00119	0.6392	0.781512605
ENSG00000102290	0.001654	0.001035	1.2407	1.598067633
ENSG00000119725	0.017198	0.018969	0.8152	0.906637145
ENSG00000153162	1e-06	0.010802	-0.0656	9.25754489909e-05
ENSG00000119729	0	5e-06	0	0.0001
ENSG00000013503	0	0.002005	0	0.0001
ENSG00000153165	0.012702	0.000293	42.9261	43.35153584
ENSG00000111254	0.007027	0.01407	0.1121	0.499431414
ENSG00000111252	0.00258	3e-06	998.906	860
ENSG00000163029	0	0.00303	-0.1204	0.0001
ENSG00000079435	2e-06	0.017353	-0.1072	0.000115254
ENSG00000228716	0.002866	3e-06	998.469	955.3333333
ENSG00000079432	0.000784	0.001731	0.3347	0.452917389
ENSG00000180785	2e-06	0.018691	-0.0945	0.000107003
ENSG00000135220	0.002063	2e-06	998.6121	1031.5
ENSG00000142530	3e-06	0.033804	-0.2791	8.87468938587e-05
ENSG00000142025	1e-06	0.008161	-0.6335	0.000122534
ENSG00000203784	0.027861	0.015253	1.6897	1.82659149
ENSG00000148053	1e-06	0.008222	-0.1816	0.000121625
ENSG00000242574	0.00895	0.009516	0.6213	0.940521227
ENSG00000188559	0.001247	0.011219	-0.0491	0.111150726
ENSG00000198382	2e-06	0.015519	-0.0727	0.000128874
ENSG00000226372	0.008833	0.004363	1.4531	2.02452441
ENSG00000132702	1e-06	0.006339	-0.0391	0.000157754
ENSG00000221890	0.25685	0.430336	0.4919	0.596859198
ENSG00000164400	0.002179	2e-06	998.5879	1089.5
ENSG00000165606	0.029618	0.047389	0.577	0.624997362
ENSG00000165972	0.002857	0.003239	0.3083	0.882062365
ENSG00000132704	0.003417	0.003608	0.3915	0.947062084
ENSG00000165609	0.002168	2e-06	998.9029	1084
ENSG00000184445	0.001592	0.002965	0.3678	0.53693086
ENSG00000164406	2e-06	0.016024	-0.483	0.000124813
ENSG00000005108	0.000741	0.005774	0.0398	0.128333911
ENSG00000100722	0.001227	0.004668	0.1497	0.26285347
ENSG00000164053	0.001174	0.002837	0.0412	0.413817413
ENSG00000164405	4e-06	0.037661	-0.2308	0.000106211
ENSG00000198736	0.010392	1e-05	998.9979	1039.2
ENSG00000163728	1e-06	0.005157	-0.119	0.000193911
ENSG00000213996	0.001178	0.009794	-0.0221	0.120277721
ENSG00000084674	0.003339	0.00373	0.479	0.895174263
ENSG00000175505	1.5e-05	0.149529	-998.9999	0.000100315
ENSG00000213995	0.002807	0.010993	-0.0413	0.25534431
ENSG00000172146	0.001432	0.010908	-0.0965	0.131279795
ENSG00000127241	0.00067	0.008838	-0.0522	0.075809007
ENSG00000125484	1e-06	0.007685	-0.0511	0.000130124
ENSG00000187068	3e-06	0.028945	-0.1162	0.000103645
ENSG00000127249	0.000798	0.012513	-0.1714	0.063773675
ENSG00000066813	0.005339	0.0138	0.0763	0.386884058
ENSG00000198707	0.00127	0.006326	0.0643	0.200758773
ENSG00000182685	0.001796	2e-06	998.7383	898
ENSG00000114209	1e-06	0.012105	-0.0493	8.26104915324e-05
ENSG00000118231	3e-06	0.029166	-0.1621	0.000102859
ENSG00000117724	0.002861	0.003924	0.3374	0.729102956
ENSG00000166669	0.000973	0.012324	-0.8819	0.078951639
ENSG00000114200	0.00219	0.003608	0.401	0.606984479
ENSG00000114204	0.000312	0.013472	-0.3364	0.023159145
ENSG00000114757	1e-06	0.011655	-0.048	8.58000858001e-05
ENSG00000115159	0	0.00486	-0.0317	0.0001
ENSG00000147606	0.001395	0.00602	-0.057	0.231727575
ENSG00000198739	0	0.001673	-0.0169	0.0001
ENSG00000090013	0.004271	4e-06	998.9368	1067.75
ENSG00000115155	0.000719	0.009298	0.0278	0.077328458
ENSG00000100170	0.00339	3e-06	998.8419	1130
ENSG00000214415	1e-06	0.005678	-0.0675	0.000176118
ENSG00000148362	0.002971	3e-06	998.914	990.3333333
ENSG00000100416	1e-06	0.0141	-0.1737	7.09219858156e-05
ENSG00000095002	0	0.000822	-0.1218	0.0001
ENSG00000172818	0.002967	0.025931	0.0936	0.114419035
ENSG00000130706	0	0.00274	-0.0217	0.0001
ENSG00000070366	0.009953	0.017757	0.409	0.560511348
ENSG00000070367	1e-06	0.008456	-0.0111	0.000118259
ENSG00000152954	1e-06	0.012975	-0.0814	7.70712909441e-05
ENSG00000129480	0.00289	3e-06	998.8721	963.3333333
ENSG00000157470	1e-06	0.008592	-0.1724	0.000116387
ENSG00000152952	0.000167	0	998.7803	999
ENSG00000152953	0.007225	0.032811	0.1334	0.220200543
ENSG00000108963	1e-06	0.009286	-0.162	0.000107689
ENSG00000108960	0	4e-06	0	0.0001
ENSG00000136425	1e-06	2e-06	0.6026	0.5
ENSG00000101850	0	5e-06	-0.2129	0.0001
ENSG00000158195	0	0.004063	-0.0441	0.0001
ENSG00000138138	0	5e-06	0	0.0001
ENSG00000158623	0	5e-06	-0.0326	0.0001
ENSG00000138136	0.001465	1e-06	998.9749	1465
ENSG00000138135	0.00162	0.006644	0.1182	0.243829019
ENSG00000102145	0.002715	0.013069	0.1381	0.207743515
ENSG00000138131	0	0.004011	-0.2031	0.0001
ENSG00000222014	0.047493	0.070581	0.6728	0.672886471
ENSG00000116983	0	9e-06	0	0.0001
ENSG00000116981	0.001227	0.005092	0.2129	0.240966222
ENSG00000128656	0	5e-06	-0.0334	0.0001
ENSG00000121060	1e-06	0.014031	-0.2074	7.12707576082e-05
ENSG00000128654	0	4e-06	0.1053	0.1294
ENSG00000128655	0.001095	0.002619	0.3711	0.418098511
ENSG00000182132	1e-06	0.00626	-0.0189	0.000159744
ENSG00000170962	1e-06	1e-06	0.7134	1
ENSG00000070182	0.000946	0.01247	-0.0009	0.075862069
ENSG00000182134	0.002564	0.006273	0.2149	0.408735852
ENSG00000147202	0.002512	3e-06	998.8236	837.3333333
ENSG00000170788	0.008497	0.007429	0.965	1.143760937
ENSG00000173542	0.02403	0.022718	1.0299	1.057751563
ENSG00000157211	1e-06	0.013912	-0.1597	7.18803910293e-05
ENSG00000157212	1e-06	0.012307	-0.0792	8.12545705696e-05
ENSG00000122741	0.000857	0.004088	-0.1705	0.209637965
ENSG00000011105	1e-06	0.009557	-0.1987	0.000104635
ENSG00000186334	0.002822	0.011448	-0.0145	0.24650594
ENSG00000157216	1e-06	0.009202	0	0.000108672
ENSG00000214325	1e-06	0.011207	-0.3563	8.92299455697e-05
ENSG00000157219	0.002266	0.002689	0.7546	0.842692451
ENSG00000173548	0.000737	0.014598	0.0111	0.050486368
ENSG00000173239	0.002223	0.009293	-0.0533	0.23921231
ENSG00000121211	0	5e-06	-0.157	0.0001
ENSG00000121210	0.002716	0.001704	1.3125	1.593896714
ENSG00000136542	0.001714	0.004352	0.2571	0.393841912
ENSG00000145217	0.004658	5e-06	998.8006	931.6
ENSG00000158445	0	0.003638	-0.022	0.0001
ENSG00000174016	0.00242	0.00324	-0.3662	0.74691358
ENSG00000196419	0	0.001738	-0.4174	0.0001
ENSG00000181817	1e-06	0.011283	-0.2102	8.86289107507e-05
ENSG00000164736	2e-06	0	5.9487	6.002
ENSG00000178217	0.003033	3e-06	998.9198	1011
ENSG00000232329	0.031909	0.116697	0.0987	0.273434621
ENSG00000164733	0.001303	0.016711	-0.0953	0.077972593
ENSG00000116183	0	0.002855	-0.2171	0.0001
ENSG00000044090	0.001688	0.004646	0.19	0.363323289
ENSG00000070985	0.003481	0.00364	0.862	0.956318681
ENSG00000150086	1e-06	0.005354	-0.0207	0.000186776
ENSG00000064115	0.001515	0.012374	-0.2386	0.122434136
ENSG00000108219	1e-06	0.00827	-0.0527	0.000120919
ENSG00000117859	1e-06	0.00769	-0.0479	0.000130039
ENSG00000116016	1e-06	0.00886	-0.0715	0.000112867
ENSG00000113805	0.000897	0.013918	-0.0729	0.064448915
ENSG00000013306	0.001291	0.007173	0.0749	0.179980482
ENSG00000188022	0.001997	2e-06	998.9142	998.5
ENSG00000183696	1e-06	0.009089	-0.2462	0.000110023
ENSG00000111412	0	7e-06	-0.0397	0.0001
ENSG00000187391	1e-06	0.006751	-0.0162	0.000148126
ENSG00000143845	1e-06	1e-06	0.8002	1
ENSG00000083123	0	0.003341	-0.0836	0.0001
ENSG00000116459	2e-06	0	184.624	184.9373
ENSG00000116329	0.001114	0.032529	0.001	0.034246365
ENSG00000116455	1e-06	0.011409	-0.1674	8.76501007976e-05
ENSG00000170561	0.000834	1e-06	998.9503	834
ENSG00000076555	0.000831	0.010207	-0.0026	0.081414715
ENSG00000076554	0.002117	2e-06	998.717	1058.5
ENSG00000160284	0.00357	0.028193	-0.0117	0.126627177
ENSG00000159860	0.005	0.01315	0.0945	0.380228137
ENSG00000182541	0.001378	0.007778	-0.0281	0.177166367
ENSG00000182544	0.001114	0.00488	0.186	0.228278689
ENSG00000097096	0.003619	0.004989	0.2595	0.725395871
ENSG00000171872	0.004767	0.01465	-0.4124	0.325392491
ENSG00000130287	0.002953	0.007806	0.1167	0.378298745
ENSG00000161800	0.000768	0.006703	0.0305	0.114575563
ENSG00000136628	0.001497	0.002694	0.3899	0.555679287
ENSG00000151131	0	5e-06	-0.1995	0.0001
ENSG00000151136	1e-06	0.012592	-0.0102	7.9415501906e-05
ENSG00000151135	1e-06	3e-06	-0.2545	0.333333333
ENSG00000099804	6e-06	0.06437	0	9.3211123194e-05
ENSG00000125249	0.002256	2e-06	998.9999	1128
ENSG00000125246	0.001883	0.004656	0.3246	0.404424399
ENSG00000125247	0.001401	0.006065	0.1227	0.230997527
ENSG00000170044	0.001842	0.017519	0.0824	0.105142988
ENSG00000125245	0	4e-06	-0.198	0.0001
ENSG00000154743	0.00051	0.004984	-0.3035	0.102327448
ENSG00000170043	1e-06	0.010668	0	9.37382827147e-05
ENSG00000173726	2e-06	0	4.697	4.6971
ENSG00000072274	0.000814	0.003378	-0.2207	0.240970989
ENSG00000185008	0	5e-06	-0.0692	0.0001
ENSG00000104518	0.006208	0.026813	-0.1876	0.231529482
ENSG00000104517	0	0.004515	-0.0195	0.0001
ENSG00000100813	0.001101	0.003628	0.0534	0.303472988
ENSG00000175274	0	6e-06	-0.0261	0.0001
ENSG00000185009	0	0.002815	0	0.0001
ENSG00000124191	0.000914	0.005933	0.0849	0.154053599
ENSG00000171790	0.001852	0.021628	-0.2371	0.085629739
ENSG00000124193	0	0.004208	-0.0205	0.0001
ENSG00000171792	2e-06	0	31.3082	32.0362
ENSG00000197362	0.004573	0.016456	-0.0924	0.277892562
ENSG00000107798	1e-06	0.006656	-0.2157	0.00015024
ENSG00000168216	0	5e-06	-0.0601	0.0001
ENSG00000151687	0.000753	0.009558	-0.1594	0.078782172
ENSG00000167759	1e-06	0.005463	-0.3141	0.00018305
ENSG00000239306	0	0.001477	-0.0112	0.0001
ENSG00000239305	0	0.001753	-0.0352	0.0001
ENSG00000151689	1e-06	0.013821	-0.1433	7.23536647131e-05
ENSG00000108829	0	0.000428	-0.0395	0.0001
ENSG00000174279	0.001232	0.013723	0.0493	0.089776288
ENSG00000170959	0.011968	0.034801	0.0319	0.343898164
ENSG00000170222	0.0034	0.007627	0.3115	0.445784712
ENSG00000170955	0.001706	0.005444	0.1925	0.31337252
ENSG00000170956	0.015816	1.6e-05	998.1912	988.5
ENSG00000019102	1e-06	0.011287	-0.1451	8.85975015505e-05
ENSG00000170950	1e-06	0.013533	-0.1892	7.38934456514e-05
ENSG00000121073	0	5e-06	-0.0534	0.0001
ENSG00000124370	0.00275	3e-06	997.7499	916.6666667
ENSG00000120306	0	4e-06	-0.0773	0.0001
ENSG00000171574	0.000442	0.012019	-0.1675	0.036775106
ENSG00000175054	0.001146	0.005394	0.1031	0.212458287
ENSG00000161813	0.002509	4.3e-05	57.5187	58.34883721
ENSG00000135503	0	0.00327	-0.0239	0.0001
ENSG00000187889	0.003595	0.007792	-0.084	0.461370637
ENSG00000135506	0	0.004665	-0.1922	0.0001
ENSG00000121031	0.000678	0.003289	-0.0019	0.206141684
ENSG00000185010	0.001208	0.002822	0.0499	0.428065202
ENSG00000185013	0.002338	0.004257	0.0067	0.549213061
ENSG00000185015	0.003547	0.008747	0.2624	0.405510461
ENSG00000123977	0.002239	0.008804	0.1015	0.25431622
ENSG00000123975	0	3e-06	0.1143	0.1144
ENSG00000140563	0.001458	1e-06	998.8941	1458
ENSG00000140564	0.001093	0.012615	0.0439	0.086642885
ENSG00000083635	0.003898	0.009828	0.0512	0.396621897
ENSG00000213145	2e-06	0.022778	-0.0422	8.78040214242e-05
ENSG00000203970	0.018114	1.8e-05	998.1996	1006.333333
ENSG00000092067	1e-06	0.010086	-0.0446	9.91473329367e-05
ENSG00000115524	1e-06	0.006274	0	0.000159388
ENSG00000119900	0.002041	0.008513	-0.0569	0.239750969
ENSG00000115297	0.00152	0.013528	-0.0168	0.112359551
ENSG00000129195	0.003579	4e-06	998.4976	894.75
ENSG00000162511	0.043166	0.138491	0.1203	0.311688124
ENSG00000092068	1e-06	0.005787	-0.1275	0.000172801
ENSG00000103549	0.003436	0.000839	4.0372	4.095351609
ENSG00000169946	0.000951	0.001322	0.6689	0.719364599
ENSG00000163702	0.001774	0.016855	-0.1398	0.105250667
ENSG00000103540	0.004603	0.002545	1.4413	1.808644401
ENSG00000041802	0.004795	5e-06	998.8412	959
ENSG00000103544	1e-06	0.009772	-0.0695	0.000102333
ENSG00000103546	0	6e-06	-0.0457	0.0001
ENSG00000091428	1e-06	0.009457	-0.0469	0.000105742
ENSG00000174903	0	6e-06	0	0.0001
ENSG00000102763	1e-06	2e-06	0.6549	0.5
ENSG00000134909	0.001322	0.003431	0.1877	0.385310405
ENSG00000198108	0	0.001076	-0.0905	0.0001
ENSG00000172594	0.003674	4e-06	998.6867	918.5
ENSG00000198104	0.00441	0.013122	0.1423	0.336076818
ENSG00000144285	0.000453	0.007189	0.0248	0.063012936
ENSG00000198106	0.00618	6e-06	998.9144	1030
ENSG00000144283	1e-06	0.007165	-0.0242	0.000139567
ENSG00000134905	0.002194	0.005601	0.2028	0.391715765
ENSG00000109790	0.000631	0.004164	-0.0067	0.151536984
ENSG00000092607	0	0.003929	-0.0289	0.0001
ENSG00000109794	0.0235	4.8e-05	493.0874	489.5833333
ENSG00000131378	0.001741	0.006536	0.0725	0.266370869
ENSG00000131375	0.001107	0.005814	0.1034	0.190402477
ENSG00000131374	0	5e-06	-0.0735	0.0001
ENSG00000131373	0	0.002053	-0.187	0.0001
ENSG00000147481	0.003862	4e-06	998.9938	965.5
ENSG00000131370	1e-06	0.005274	-0.0365	0.000189609
ENSG00000230549	0.018895	0.041504	0.0667	0.455257325
ENSG00000123352	0.006693	0.004524	1.2404	1.479442971
ENSG00000123353	1e-06	0.00823	-0.058	0.000121507
ENSG00000068885	0.000699	0.01407	-0.1244	0.049680171
ENSG00000123358	0.001675	0.011772	0.0885	0.142286782
ENSG00000136856	0.001827	0.004727	0.2949	0.386503067
ENSG00000136854	0	5e-06	0	0.0001
ENSG00000146021	1e-06	0.009392	-0.0325	0.000106474
ENSG00000184277	2e-06	0.024767	-0.1759	8.07526143659e-05
ENSG00000003249	0.020166	0.031486	0.5019	0.640475132
ENSG00000184270	0	7e-06	0	0.0001
ENSG00000184271	0	0.004174	-0.0705	0.0001
ENSG00000164307	0.000753	0.00812	-0.0974	0.09273399
ENSG00000167419	0.000601	1e-06	998.8239	601
ENSG00000163110	0.002672	0.004268	0.3759	0.626054358
ENSG00000143033	0.001605	2e-06	998.9999	802.5
ENSG00000143032	0.002326	0.000562	4.0949	4.138790036
ENSG00000163116	0	0.003342	-0.3248	0.0001
ENSG00000065457	0.003018	0.011837	-0.0821	0.254963251
ENSG00000166548	0.003402	0.004428	0.5044	0.768292683
ENSG00000160753	0.0009	0.00264	0.2056	0.340909091
ENSG00000162643	0.000538	0.011705	-0.2256	0.045963264
ENSG00000162642	1e-06	0.008026	-0.0431	0.000124595
ENSG00000172086	0.005406	0.005323	0.6389	1.015592711
ENSG00000131196	0.005712	0.037422	0.0508	0.152637486
ENSG00000188760	0.001331	0.003761	0.3404	0.353895241
ENSG00000188761	0.00301	3e-06	998.5856	1003.333333
ENSG00000166546	0.0036	0.024661	0.0356	0.145979482
ENSG00000188763	2e-06	0.020236	-0.0344	9.8833761613e-05
ENSG00000157045	0.003079	0.006042	0.4449	0.50959947
ENSG00000105341	0.024689	0.047368	0.0448	0.521216855
ENSG00000108774	0	5e-06	-0.0284	0.0001
ENSG00000108773	0	0.003551	-0.0165	0.0001
ENSG00000108771	0.003498	4e-06	998.8873	874.5
ENSG00000088340	0.007611	0.016183	0.3298	0.470308348
ENSG00000099246	0	6e-06	-0.3164	0.0001
ENSG00000184058	0.001295	0.015839	0.0713	0.081760212
ENSG00000146282	0	5e-06	-0.1723	0.0001
ENSG00000146285	0.00106	0.006742	0.0578	0.157223376
ENSG00000115368	0.000483	0.00343	-0.05	0.140816327
ENSG00000115364	0	5e-06	-0.4477	0.0001
ENSG00000115365	1e-06	0.007404	-0.1177	0.000135062
ENSG00000184056	0.000743	0.008455	0.0571	0.087876996
ENSG00000115363	0	8e-06	-0.0542	0.0001
ENSG00000096968	0	0.004486	-0.136	0.0001
ENSG00000115361	0.001088	1e-06	998.8682	1088
ENSG00000168495	1e-06	0.010474	-0.087	9.54745083063e-05
ENSG00000178695	0	7e-06	0	0.0001
ENSG00000168490	0	8e-06	-0.0031	0.0001
ENSG00000168491	0.005297	0.006289	0.4862	0.842264271
ENSG00000204021	0.001162	0.002606	0.2655	0.445894091
ENSG00000164283	1e-06	0.007107	-0.3603	0.000140706
